10788;"Lakeland Community Hospital Watervliet";"400 Medical Park Dr";"Watervliet";"MI"
10789;"University of South Alabama Medical Center";"2451 Fillingim St";"Mobile";"AL"
10796;"Mendocino Coast District Hospital";"700 River Dr";"Fort Bragg";"CA"
10800;"Chicot Memorial Hospital";"2729 S & Highway";"Lake Village";"AR"
10805;"McGehee-Desha County Hospital";"900 S 3rd St";"Mc Gehee";"AR"
10813;"Lakewood Health Center";"600 Main Ave S";"Baudette";"MN"
10814;"Queens Hospital Center";"8268 164th St";"Jamaica";"NY"
10817;"Umass Memorial Medical Center - Hahnemann Campus";"281 Lincoln St";"Worcester";"MA"
10842;"Leesburg Regional Medical Center";"600 E Dixie Ave";"Leesburg";"FL"
10866;"Athens Regional Medical Center";"1199 Prince Ave";"Athens";"GA"
10876;"Wayne Hospital";"835 Sweitzer St";"Greenville";"OH"
10883;"Kern Medical Center";"1700 Mount Vernon Ave";"Bakersfield";"CA"
10884;"Mountain Community Medical Services";"60 Easter Ave";"Weaverville";"CA"
10892;"Florida Hospital Waterman";"1000 Waterman Way";"Tavares";"FL"
10893;"Hill Hospital of Sumter County";"751 Derby Dr";"York";"AL"
10901;"Surprise Valley Healthcare District";"741 North Main St";"Cedarville";"CA"
10942;"Seneca Healthcare District";"130 Brentwood Dr";"Chester";"CA"
10965;"Russell Medical Center";"3316 Highway 280";"Alexander City";"AL"
10970;"Saint Joseph Hospital";"2700 Dolbeer St";"Eureka";"CA"
11034;"Cook Children's Northeast Hospital";"6316 Precinct Line Rd";"Hurst";"TX"
11046;"Eastern Plumas Hospital";"500 1st Ave";"Portola";"CA"
11048;"Mammoth Hospital";"85 Sierra Park Rd";"Mammoth Lakes";"CA"
11056;"Good Shepherd Medical Center";"700 E Marshall Ave";"Longview";"TX"
11077;"Family Health West";"228 N Cherry St";"Fruita";"CO"
11082;"Delta Memorial Hospital";"811 Highway 65 S";"Dumas";"AR"
11106;"Catalina Island Medical Center";"100 Fls Cyn Rd";"Avalon";"CA"
11144;"Frank R. Howard Memorial Hospital";"1 Madrone St";"Willits";"CA"
11167;"Motion Picture & Television Hospital";"23388 Mulholland Dr";"Woodland Hills";"CA"
11180;"Jefferson Hospital";"1067 Peachtree St";"Louisville";"GA"
11219;"Monroe County Hospital";"2016 S Alabama Ave";"Monroeville";"AL"
11234;"Children's Specialized Hospital Toms River";"94 Stevens Rd";"Toms River";"NJ"
11236;"Pacific Alliance Medical Center";"531 W College St";"Los Angeles";"CA"
11237;"Ukiah Valley Medical Center";"275 Hospital Dr";"Ukiah";"CA"
11242;"Saint Mary's Warrick Hospital";"1116 Millis Ave";"Boonville";"IN"
11271;"Geneva General Hospital";"196 North St";"Geneva";"NY"
11284;"Saint Mary's Medical Center";"3700 Washington Ave";"Evansville";"IN"
11285;"Carle Foundation Hospital";"611 W Park St";"Urbana";"IL"
11311;"Passavant Area Hospital";"1600 W Walnut St";"Jacksonville";"IL"
11312;"Patients Hospital of Redding";"2900 Eureka Way";"Redding";"CA"
11319;"Margaret Mary Community Hospital";"321 Mitchell Ave";"Batesville";"IN"
11347;"Osf Saint Francis Medical Center";"530 NE Glen Oak Ave";"Peoria";"IL"
11349;"Calhoun-Liberty Hospital";"20370 NE Burns Ave";"Blountstown";"FL"
11352;"Dewitt Hospital & Nursing Home";"1641 S Whitehead Dr";"DE Witt";"AR"
11354;"Huron Regional Medical Center";"172 4th St SE";"Huron";"SD"
11359;"George E. Weems Memorial Hospital";"135 Avenue E";"Apalachicola";"FL"
11364;"Northern Inyo Hospital";"150 Pioneer Ln";"Bishop";"CA"
11366;"Banner Lassen Medical Center";"1800 Spg Rdg Dr";"Susanville";"CA"
11398;"Mercer County Hospital";"409 NW 9th Ave";"Aledo";"IL"
11399;"Brookings Hospital";"300 22nd Ave";"Brookings";"SD"
11405;"Wagner Community Memorial Hospital Avera";"513 3rd St SW";"Wagner";"SD"
11406;"Fall River Hospital";"1201 Highway 71 S";"Hot Springs";"SD"
11417;"E. A. Conway Medical Center";"4864 Jackson St";"Monroe";"LA"
11424;"Fairchild Medical Center";"475 Bruce St";"Yreka";"CA"
11425;"Lake Martin Community Hospital";"201 Mariarden Rd";"Dadeville";"AL"
11427;"Plumas District Hospital";"1065 Bucks Lake Rd";"Quincy";"CA"
11428;"Lower Oconee Community Hospital";"111 N 3rd St";"Glenwood";"GA"
11483;"Medical Center of Central Georgia";"777 Hemlock St";"Macon";"GA"
11499;"Lakeland Community Hospital";"42024 Highway 195";"Haleyville";"AL"
11516;"Jefferson County Hospital";"US Highway 70";"Waurika";"OK"
11519;"Greene County Hospital";"509 Wilson Ave";"Eutaw";"AL"
11520;"Bullock County Hospital";"102 Conecuh Ave W";"Union Springs";"AL"
11521;"Elmore Community Hospital";"500 Hospital Dr";"Wetumpka";"AL"
11522;"Hale County Hospital";"508 Green St";"Greensboro";"AL"
11561;"Modoc Medical Center";"228 W McDowell Ave";"Alturas";"CA"
11587;"Bassett Medical Center";"1 Atwell Rd";"Cooperstown";"NY"
11603;"New Horizons Medical Center";"330 Roland Ave";"Owenton";"KY"
11616;"Piggott Community Hospital";"1206 Gordon Duckworth Dr";"Piggott";"AR"
11622;"Cooper County Memorial Hospital";"17651 B Hwy";"Boonville";"MO"
11623;"Bradley County Medical Center";"404 S Bradley St";"Warren";"AR"
11625;"Mesa View Regional Hospital";"1299 Bertha Howe Ave";"Mesquite";"NV"
11629;"Eureka Springs Hospital";"24 Norris St";"Eureka Springs";"AR"
11637;"Washington Regional Medical Center";"3215 North Hls Blvd";"Fayetteville";"AR"
11638;"Mercy Hospital Paris";"500 E Academy St";"Paris";"AR"
11675;"Knox County Hospital";"80 Hospital Dr";"Barbourville";"KY"
11680;"Providence Park";"47601 Grand River Ave";"Novi";"MI"
11700;"Legacy Mount Hood Medical Center";"24800 SE Stark St";"Gresham";"OR"
11701;"Legacy Meridian Park Hospital";"19300 SW 65th Ave";"Tualatin";"OR"
11762;"Saint Helena Hospital";"10 Woodland Rd";"Saint Helena";"CA"
11802;"Colorado River Medical Center";"1401 Bailey Ave";"Needles";"CA"
11812;"Northern Montana Hospital";"30 13th St";"Havre";"MT"
11857;"John Paul Jones Hospital";"317 McWilliams Ave";"Camden";"AL"
11866;"Jack Hughston Memorial Hospital";"4401 River Chase Dr";"Phenix City";"AL"
11880;"Sitka Community Hospital";"209 Moller Ave";"Sitka";"AK"
11881;"Norton Sound Regional Hospital";"306 W 5th Ave";"Nome";"AK"
11882;"Wrangell Medical Center";"310 Bennett St";"Wrangell";"AK"
11883;"Bartlett Regional Hospital";"3260 Hospital Dr";"Juneau";"AK"
11884;"Petersburg Medical Center";"103 Fram St";"Petersburg";"AK"
11885;"Cordova Community Medical Center";"602 Chase Ave";"Cordova";"AK"
11886;"Providence Seward Medical and Care Center";"417 First Ave";"Seward";"AK"
11887;"Providence Kodiak Island Medical Center";"1915 E Rezanof Dr";"Kodiak";"AK"
11888;"South Peninsula Hospital";"4300 Bartlett St";"Homer";"AK"
11892;"Maniilaq Health Center";"436 Fifth Ave";"Kotzebue";"AK"
11894;"Alaska Native Medical Center";"4315 Diplomacy Dr";"Anchorage";"AK"
11895;"Mount Edgecumbe Hospital";"222 Tongass Dr";"Sitka";"AK"
11903;"Florence Hospital At Anthem";"4545 North Hunt Highway";"Florence";"AZ"
11911;"Hu Hu Kam Memorial Hospital";"483 W Seed Farm Rd";"Sacaton";"AZ"
11920;"Mayo Clinic Hospital";"5777 E Mayo Blvd";"Phoenix";"AZ"
11924;"Yavapai Regional Medical Center-East Campus";"7700 E Florentine Rd";"Prescott Valley";"AZ"
11925;"Mercy Gilbert Medical Center";"3555 S Val Vista Dr";"Gilbert";"AZ"
11926;"Gilbert Hospital";"5656 S Power Rd";"Gilbert";"AZ"
11929;"Navajo Health Foundation/Sage Memorial Hospital";"Highway 264";"Ganado";"AZ"
11950;"North Arkansas Regional Medical Center";"620 N Main St";"Harrison";"AR"
11955;"Five Rivers Medical Center";"2801 Medical Center Dr";"Pocahontas";"AR"
11956;"Drew Memorial Hospital";"778 Scogin Dr";"Monticello";"AR"
11960;"Wadley Regional Medical Center at Hope";"2001 S Main St";"Hope";"AR"
11969;"Levi Hospital";"300 Prospect Ave";"Hot Springs National Park";"AR"
11970;"The Surgical Hospital of Jonesboro";"909 Enterprise Dr";"Jonesboro";"AR"
11972;"Arkansas Surgical Hospital";"5201 Northshore Dr";"North Little Rock";"AR"
11986;"Olive View-UCLA Medical Center";"14445 Olive View Dr";"Sylmar";"CA"
12003;"Sherman Oaks Hospital";"4929 van Nuys Blvd";"Sherman Oaks";"CA"
12029;"Arrowhead Regional Medical Center";"400 N Pepper Ave";"Colton";"CA"
12036;"Contra Costa Regional Medical Center";"2500 Alhambra Ave";"Martinez";"CA"
12037;"Pacific Hospital of Long Beach";"2776 Pacific Ave";"Long Beach";"CA"
12039;"Riverside County Regional Medical Center";"26520 Cactus Ave";"Moreno Valley";"CA"
12043;"Highland Hospital";"1411 E 31st St";"Oakland";"CA"
12052;"Los Angeles County and University of Southern California Medical Center";"1200 N State St";"Los Angeles";"CA"
12053;"Harbor-UCLA Medical Center";"1000 W Carson St";"Torrance";"CA"
12073;"Memorial Hospital of Gardena";"1145 W Redondo Beach Blvd";"Gardena";"CA"
12092;"Tri-City Regional Medical Center";"21530 Pioneer Blvd";"Hawaiian Gardens";"CA"
12095;"Chino Valley Medical Center";"5451 Walnut Ave";"Chino";"CA"
12120;"Laguna Honda Hospital";"375 Laguna Honda Blvd";"San Francisco";"CA"
12122;"Fairmont Hospital";"15400 Foothill Blvd";"San Leandro";"CA"
12149;"Shriners Hospitals For Children - Los Angeles";"3160 Geneva St";"Los Angeles";"CA"
12203;"Mercy Regional Medical Center";"1010 Three Springs Blvd";"Durango";"CO"
12259;"Metropolitan Hospital";"5959 NW 7th St";"Miami";"FL"
12266;"Westchester General Hospital";"2500 SW 75th Ave";"Miami";"FL"
12269;"Desoto Memorial Hospital";"900 N Roberts Ave";"Arcadia";"FL"
12270;"Larkin Community Hospital";"7031 SW 62nd Ave";"South Miami";"FL"
12281;"Lake Butler Hospital";"850 E Main St";"Lake Butler";"FL"
12357;"Doctors Hospital of Columbus";"616 19th St";"Columbus";"GA"
12386;"Saint Mary's Hospital and Clinics";"701 Lewiston St";"Cottonwood";"ID"
12387;"Clearwater Valley Hospital & Clinics";"301 Cedar St";"Orofino";"ID"
12388;"Saint Lukes McCall";"1000 State St";"Mccall";"ID"
12389;"Syringa General Hospital";"607 W Main St";"Grangeville";"ID"
12390;"Harms Memorial Hospital";"510 Roosevelt St";"American Falls";"ID"
12396;"Oneida County Hospital";"150 N 200 W";"Malad City";"ID"
12416;"Rochelle Community Hospital";"900 N 2nd St";"Rochelle";"IL"
12420;"Midwest Medical Center";"1 Medical Center Dr";"Galena";"IL"
12421;"Loretto Hospital";"645 S Central Ave";"Chicago";"IL"
12427;"Cancer Treatment Centers of America at Midwestern Regional Medical Center";"2520 Elisha Ave";"Zion";"IL"
12438;"Sacred Heart Hospital";"3240 W Franklin Blvd";"Chicago";"IL"
12443;"Jackson Park Hospital";"7531 S Stony Island Ave";"Chicago";"IL"
12450;"Gibson Area Hospital & Health Services";"1120 N Melvin St";"Gibson City";"IL"
12454;"Osf Saint Anthony Medical Center";"5666 E State St";"Rockford";"IL"
12465;"Kishwaukee Community Hospital";"1 Kish Hospital Dr";"Dekalb";"IL"
12497;"Indiana Orthopaedic Hospital";"8400 Northwest Blvd";"Indianapolis";"IN"
12564;"Doctors Hospital";"4901 College Blvd";"Leawood";"KS"
12565;"Heartland Spine And Specialty Hospital";"4901 College Blvd";"Leawood";"KS"
12583;"Saint Claire Regional Medical Center";"222 Medical Cir Dr";"Morehead";"KY"
12589;"Mary Breckenridge Hospital";"130 Kate Ireland Dr";"Hyden";"KY"
12597;"Interim Lsu Public Hospital";"2021 Perdido St";"New Orleans";"LA"
12598;"University Medical Center at Lafayette";"2390 W Congress St";"Lafayette";"LA"
12599;"Huey P. Long Medical Center";"352 Hosp Blvd";"Pineville";"LA"
12600;"Lallie Kemp Regional Medical Center";"52579 Highway 51 S";"Independence";"LA"
12605;"South Cameron Memorial Hospital";"5360 W Creole Hwy";"Cameron";"LA"
12620;"W.O. Moss Regional Medical Center";"1000 Walters St";"Lake Charles";"LA"
12629;"Leonard J. Chabert Medical Center";"1978 Industrial Blvd";"Houma";"LA"
12633;"Caldwell Memorial Hospital";"411 Main St";"Columbia";"LA"
12651;"Surgical Specialty Center of Baton Rouge";"8080 Bluebonnet Blvd";"Baton Rouge";"LA"
12653;"Park Place Surgical Hospital";"901 Wilson St";"Lafayette";"LA"
12655;"Lafayette Surgical Specialty Hospital";"1101 Kaliste Saloom Rd";"Lafayette";"LA"
12656;"Ouachita Community Hospital";"1275 Glenwood Dr";"West Monroe";"LA"
12659;"Southern Surgical Hospital";"1700 Lindberg Dr";"Slidell";"LA"
12663;"Bienville Medical Center";"1175 Pine St";"Arcadia";"LA"
12696;"Teche Specialty Hospital";"532 Jefferson Ter St";"New Iberia";"LA"
12778;"Nantucket Cottage Hospital";"57 Prospect St";"Nantucket";"MA"
12983;"Bates County Memorial Hospital";"615 W Nursery St";"Butler";"MO"
13003;"Sac-Osage Hospital";"700 Giesler Rd";"Osceola";"MO"
13004;"Ellett Memorial Hospital";"610 N Ohio St";"Appleton City";"MO"
13014;"I-70 Medical Center";"105 E Hospital Dr";"Sweet Springs";"MO"
13031;"Broadwater Health Center";"110 N Oak St";"Townsend";"MT"
13037;"Daniels Memorial Healthcare Center";"105 Fifth Ave East";"Scobey";"MT"
13038;"Dahl Memorial Healthcare Association";"215 Sandy St";"Ekalaka";"MT"
13039;"McCone County Health Center";"605 Sullivan Ave";"Circle";"MT"
13040;"Phillips County Hospital";"311 S 8th Ave E";"Malta";"MT"
13041;"Granite County Medical Center";"310 S Sansome St";"Philipsburg";"MT"
13042;"Glendive Medical Center";"202 Prospect Dr";"Glendive";"MT"
13045;"Bozeman Deaconess Hospital";"915 Highland Blvd";"Bozeman";"MT"
13046;"Sheridan Memorial";"440 W Laurel Ave";"Plentywood";"MT"
13047;"Ruby Valley Hospital";"220 Crofoot Ln";"Sheridan";"MT"
13048;"Madison Valley Medical Center";"305 North Main";"Ennis";"MT"
13049;"Roosevelt Medical Center";"818 Second Ave East";"Culbertson";"MT"
13050;"Mountainview Medical Center";"16 W Main St";"White Sulphur Springs";"MT"
13051;"Garfield County Health Center";"332 Leavitt Ave";"Jordan";"MT"
13052;"Prairie Community Health Center";"312 S Adams Ave";"Terry";"MT"
13056;"Roundup Memorial Hospital";"1202 3rd St W";"Roundup";"MT"
13057;"Great Falls Clinic Medical Center";"1411 9th St S";"Great Falls";"MT"
13058;"Fallon Medical Complex";"202 S 4th St W";"Baker";"MT"
13091;"Renown Regional Medical Center";"1155 Mill St";"Reno";"NV"
13092;"Saint Mary's Regional Medical Center";"235 W 6th St";"Reno";"NV"
13093;"Mount Grant General Hospital";"200 S A St";"Hawthorne";"NV"
13101;"Sierra Surgery Hospital";"1400 Medical Pkwy";"Carson City";"NV"
13102;"Desert View Hospital";"360 S Lola Ln";"Pahrump";"NV"
13120;"Bergen Regional Medical Center";"230 E Ridgewood Ave";"Paramus";"NJ"
13128;"Saint Michael's Medical Center";"111 Central Ave";"Newark";"NJ"
13171;"The Heart Hospital of New Mexico at Lovelace Medical Center";"504 Elm St NE";"Albuquerque";"NM"
13189;"Lincoln Medical And Mental Health Center";"234 E 149th St";"Bronx";"NY"
13195;"Memorial Sloan-Kettering Cancer Center";"1275 York Ave";"New York";"NY"
13199;"Beth Israel Medical Center - Petrie Division";"First Ave at 16th St";"New York";"NY"
13205;"Coney Island Hospital";"2601 Ocean Pkwy";"Brooklyn";"NY"
13206;"Metropolitan Hospital Center";"1901 1st Ave";"New York";"NY"
13207;"Kings County Hospital Center";"451 Clarkson Ave";"Brooklyn";"NY"
13208;"Bellevue Hospital Center";"462 1st Ave";"New York";"NY"
13210;"Harlem Hospital Center";"506 Malcolm X Blvd";"New York";"NY"
13215;"Cobleskill Regional Hospital";"178 Grandview Dr";"Cobleskill";"NY"
13242;"Rockefeller University Hospital";"1230 York Ave";"New York";"NY"
13244;"Woodhull Medical And Mental Health Center";"760 Broadway";"Brooklyn";"NY"
13245;"O'Connor Hospital";"460 Andes Rd";"Delhi";"NY"
13281;"Angel Medical Center";"120 Riverview St";"Franklin";"NC"
13290;"Our Community Hospital";"921 Junior High School Rd";"Scotland Neck";"NC"
13354;"The University of Toledo Medical Center";"3000 Arlington Ave";"Toledo";"OH"
13360;"Aultman Hospital";"2600 6th St SW";"Canton";"OH"
13370;"South Pointe Hospital";"20000 Harvard Ave";"Warrensville Heights";"OH"
13385;"Dayton Heart And Vascular Hospital at Good Samaritan";"2222 Philadelphia Dr";"Dayton";"OH"
13388;"Mercy Hospital of Defiance";"1404 E 2nd St";"Defiance";"OH"
13416;"Harmon Memorial Hospital";"400 E Chestnut St";"Hollis";"OK"
13417;"Lindsay Municipal Hospital";"1305 W Cherokee St";"Lindsay";"OK"
13420;"Carnegie Tri-County Municipal Hospital";"102 North Broadway St";"Carnegie";"OK"
13425;"Bone & Joint Hospital";"1111 N Dewey Ave";"Oklahoma City";"OK"
13451;"Cancer Treatment Centers of America at Southwestern Regional Medical Center";"10109 E 79th St";"Tulsa";"OK"
13452;"Northwest Surgery Hospital";"9204 N May Ave";"Oklahoma City";"OK"
13454;"Surgical Hospital of Oklahoma";"100 SE 59th St";"Oklahoma City";"OK"
13455;"Oklahoma Spine Hospital";"14101 Pkwy Cmns Dr";"Oklahoma City";"OK"
13457;"Tulsa Spine & Specialty Hospital";"6901 S Olympia Ave";"Tulsa";"OK"
13458;"Orthopedic Hospital";"1044 SW 44th St";"Oklahoma City";"OK"
13459;"McBride Clinic Orthopedic Hospital";"9600 Broadway Ext";"Oklahoma City";"OK"
13466;"J.D. McCarty Center";"2002 E Robinson St";"Norman";"OK"
13467;"The Children's Center";"6800 NW 39th Expy";"Bethany";"OK"
13480;"Saint Alphonsus Medical Center - Baker City";"3325 Pocahontas Rd";"Baker City";"OR"
13484;"Wallowa Memorial Hospital";"601 Medical Pkwy";"Enterprise";"OR"
13485;"Grande Ronde Hospital";"900 Sunset Dr";"LA Grande";"OR"
13493;"Pioneer Memorial Hospital";"564 Pioneer Dr";"Heppner";"OR"
13495;"Curry General Hospital";"94220 4th St";"Gold Beach";"OR"
13527;"Aria Health - Torresdale Campus";"10800 Knights Rd";"Philadelphia";"PA"
13537;"Cancer Treatment Centers of America at Eastern Regional Medical Center";"1331 E Wyoming Ave";"Philadelphia";"PA"
13541;"Bucktail Medical Center";"1001 Pine St";"Renovo";"PA"
13552;"Forest Health Medical Center of Bucks County";"280 Middletown Blvd";"Langhorne";"PA"
13553;"Edgewood Surgical Hospital";"239 Edgewood Drive Ext";"Transfer";"PA"
13556;"Coordinated Health Bethlehem Hospital";"2300 Highland Ave";"Bethlehem";"PA"
13672;"Avera Saint Mary's Healthcare Center";"801 E Sioux Ave";"Pierre";"SD"
13677;"Community Memorial Hospital";"111 W 10th Ave";"Redfield";"SD"
13680;"Mobridge Regional Hospital";"1401 10th Ave W";"Mobridge";"SD"
13681;"Avera Gettysburg Hospital";"606 E Garfield Ave";"Gettysburg";"SD"
13682;"Hans P. Peterson Memorial Hospital";"503 W Pine St";"Philip";"SD"
13685;"Bennett County Hospital";"102 Major Allen St";"Martin";"SD"
13686;"Bowdle Healthcare Center";"8001 W 5th St";"Bowdle";"SD"
13695;"Black Hills Surgical Hospital";"216 Anamaria Dr";"Rapid City";"SD"
13696;"Dakota Plains Surgery Center";"701 8th Ave NW";"Aberdeen";"SD"
13697;"Same Day Surgery Center";"651 Cathedral Dr";"Rapid City";"SD"
13698;"Faulkton Area Medical Center";"1300 Oak St";"Faulkton";"SD"
13703;"United Regional Medical Center";"1001 McArthur St";"Manchester";"TN"
13707;"Perry Community Hospital";"2718 Squirrel Hollow Dr";"Linden";"TN"
13713;"Hancock County Hospital";"1519 Main St";"Sneedville";"TN"
13793;"Lyndon Baines Johnson General Hospital";"5656 Kelley St";"Houston";"TX"
13824;"Riverside General Hospital";"3204 Ennis St";"Houston";"TX"
13843;"Saint Anthony's Hospital Houston";"2807 Little York Rd";"Houston";"TX"
13889;"Houston Hospital For Specialized Surgery";"5445 Ln Br St";"Houston";"TX"
13891;"Panhandle Surgical Hospital";"7100 SW 9th Ave";"Amarillo";"TX"
13894;"Community General Hospital";"230 W Miller St";"Dilley";"TX"
13896;"Cornerstone Regional Hospital";"2302 Cornerstone Blvd";"Edinburg";"TX"
13897;"Kell West Regional Hospital";"5420 Kell W Blvd";"Wichita Falls";"TX"
13899;"Surgery Specialty Hospitals of America - Southeast Houston Campus";"4301 Vista Rd";"Pasadena";"TX"
13900;"Brownsville Doctors Hospital";"4750 N Expressway";"Brownsville";"TX"
13902;"South Texas Spine & Surgical Hospital";"18600 Hardy Oak Blvd";"San Antonio";"TX"
13904;"Texas Spine & Joint Hospital";"1814 Roseland Blvd";"Tyler";"TX"
13905;"Doctors Hospital At Renaissance";"5501 S McColl Rd";"Edinburg";"TX"
13908;"North Texas Hospital";"2801 S Mayhill Rd";"Denton";"TX"
13909;"Pine Creek Medical Center";"9032 Harry Hines Blvd";"Dallas";"TX"
13978;"El Paso Children's Hospital";"4845 Alameda Ave";"El Paso";"TX"
13981;"Dixie Regional Medical Center - River Road Campus";"1380 E Medical Center Dr";"Saint George";"UT"
14009;"Vcu Medical Center";"1250 E Marshall St";"Richmond";"VA"
14011;"Riverside Shore Memorial Hospital";"9507 Hosp Ave";"Nassawadox";"VA"
14055;"Tri-State Memorial Hospital";"1221 Highland Ave";"Clarkston";"WA"
14079;"Grant Memorial Hospital";"117 Hosp Dr";"Petersburg";"WV"
14090;"Welch Community Hospital";"454 McDowell St";"Welch";"WV"
14108;"Mile Bluff Medical Center";"1050 Division St";"Mauston";"WI"
14110;"Bay Area Medical Center";"3100 Shore Dr";"Marinette";"WI"
14113;"Gundersen Tri-County Memorial Hospital";"18601 Lincoln St";"Whitehall";"WI"
14116;"Prairie Du Chien Memorial Hospital";"705 E Taylor St";"Prairie Du Chien";"WI"
14131;"Mercy Walworth Hospital and Medical Center";"N2950 State Road 67";"Lake Geneva";"WI"
14165;"The Hospital At Westlake Medical Center";"5656 Bee Cave Rd";"West Lake Hills";"TX"
14167;"Mayhill Hospital";"2809 S Mayhill Rd";"Denton";"TX"
14220;"Shriners Hospitals For Children - Chicago";"2211 N Oak Park Ave";"Chicago";"IL"
14231;"Shriners Hospitals For Children - Lexington";"1900 Richmond Rd";"Lexington";"KY"
14232;"Shriners Hospitals For Children In Shreveport";"3100 Samford Ave";"Shreveport";"LA"
14253;"Shriners Hospitals For Children - Saint Louis";"2001 S Lindbergh Blvd";"Saint Louis";"MO"
14328;"Shriners Hospitals For Children - Galveston";"815 Market St";"Galveston";"TX"
14330;"Shriners Hospitals For Children - Salt Lake City";"Fairfax Rd At Virginia St";"Salt Lake City";"UT"
14342;"Shriners Hospitals For Children - Spokane";"911 W 5th Ave";"Spokane";"WA"
14354;"Shriners Hospitals For Children - Tampa";"12502 Usf Pine Dr";"Tampa";"FL"
14358;"Shriners Hospitals For Children - Twin Cities";"2025 E River Pkwy";"Minneapolis";"MN"
14370;"Shriners Hospitals For Children - Philadelphia";"3551 N Broad St";"Philadelphia";"PA"
14390;"Shriners Hospitals For Children - Boston";"51 Blossom St";"Boston";"MA"
14391;"Shriners Hospitals For Children - Houston";"6977 Main St";"Houston";"TX"
14397;"Shriners Hospitals For Children - Portland";"3101 SW Sam Jackson Park Rd";"Portland";"OR"
14404;"Shriners Hospitals For Children - Cincinnati";"3229 Burnet Ave";"Cincinnati";"OH"
14405;"Shriners Hospitals For Children - Greenville";"950 W Faris Rd";"Greenville";"SC"
14407;"Shriners Hospitals For Children - Northern California";"2425 Stockton Blvd";"Sacramento";"CA"
14413;"Adventist Bolingbrook Hospital";"500 Remington Blvd";"Bolingbrook";"IL"
14420;"Omega Hospital";"2525 Severn Ave";"Metairie";"LA"
14433;"The Children's Hospital at Montefiore";"3415 Bainbridge Ave";"Bronx";"NY"
14435;"Texas Scottish Rite Hospital for Children";"2222 Welborn St";"Dallas";"TX"
14446;"Dublin Methodist Hospital";"7500 Hospital Dr";"Dublin";"OH"
14447;"M.D. Anderson Cancer Center Orlando";"1400 S Orange Ave";"Orlando";"FL"
14471;"Physicians Regional - Collier Boulevard";"8300 Collier Blvd";"Naples";"FL"
14482;"West Marion Community Hospital";"4600 SW 46th Ct";"Ocala";"FL"
14484;"Morgan Stanley Children's Hospital";"3959 Broadway";"New York";"NY"
14485;"Saint Mary's Hospital for Children";"2901 216th St";"Bayside";"NY"
14489;"Centennial Hills Hospital Medical Center";"6900 N Durango Dr";"Las Vegas";"NV"
14493;"Floating Hospital For Children";"755 Washington St";"Boston";"MA"
14494;"Bailey Medical Center";"106th & Garnett";"Owasso";"OK"
14501;"Gwinnett Medical Center - Duluth";"3620 Howell Ferry Rd";"Duluth";"GA"
14502;"Emory Johns Creek Hospital";"6325 Hospital Pkwy";"Johns Creek";"GA"
14563;"Sutter Memorial Hospital";"5151 F St";"Sacramento";"CA"
14770;"Western Maryland Regional Medical Center";"12500 Willowbrook Rd";"Cumberland";"MD"
15209;"Presbyterian Rust Medical Center";"2400 Unser Blvd SE";"Rio Rancho";"NM"
15550;"Multicare Tacoma General Hospital";"315 Martin Luther King Jr Way";"Tacoma";"WA"
15555;"Kennedy Memorial Hospitals-University Medical Center - Cherry Hill";"2201 Chapel Ave W";"Cherry Hill";"NJ"
15556;"Southeast Georgia Health System - Brunswick Campus";"2415 Parkwood Dr";"Brunswick";"GA"
15557;"Wellstar Kennestone Hospital";"677 Church St NE";"Marietta";"GA"
15558;"Saint Elizabeth Covington";"1500 James Simpson Jr Way";"Covington";"KY"
15560;"Norton Suburban Hospital";"4001 Dutchmans Ln";"Louisville";"KY"
15561;"Brigham And Women's Hospital";"75 Francis St";"Boston";"MA"
15562;"Metrowest Medical Center - Framingham Union Hospital";"115 Lincoln St";"Framingham";"MA"
15563;"Melrose-Wakefield Hospital";"585 Lebanon St";"Melrose";"MA"
15564;"Nsmc Salem Hospital";"81 Highland Ave";"Salem";"MA"
15565;"Charlton Memorial Hospital";"363 Highland Ave";"Fall River";"MA"
15566;"Lifecare Medical Center";"715 Delmore Dr";"Roseau";"MN"
15568;"Poplar Bluff Regional Medical Center - North Campus";"3100 Oak Grove Rd";"Poplar Bluff";"MO"
15569;"Ssm Saint Joseph Health Center";"300 1st Capitol Dr";"Saint Charles";"MO"
15573;"Saint Luke's Northland Hospital - Smithville Campus";"601 S 169 Highway";"Smithville";"MO"
15574;"Albany Medical Center";"43 New Scotland Ave";"Albany";"NY"
15576;"Bronx-Lebanon Hospital Center - Concourse Division";"1650 Grand Concourse";"Bronx";"NY"
15577;"Albany Memorial Hospital";"600 Northern Blvd";"Albany";"NY"
15578;"Buffalo General Hospital";"100 High St";"Buffalo";"NY"
15579;"Women & Children's Hospital of Buffalo";"219 Bryant St";"Buffalo";"NY"
15581;"Degraff Memorial Hospital";"445 Tremont St";"North Tonawanda";"NY"
15584;"Baptist Hospital";"2000 Church St";"Nashville";"TN"
15594;"California Pacific Medical Center - Pacific Campus";"2333 Buchanan St";"San Francisco";"CA"
15598;"Bakersfield Memorial Hospital";"420 34th St";"Bakersfield";"CA"
15599;"Lancaster General";"555 N Duke St";"Lancaster";"PA"
15601;"Southview Hospital";"1997 Miamisburg Centerville Rd";"Dayton";"OH"
15604;"Children's Hospital of Pittsburgh of University of Pittsburgh Medical Center";"4401 Penn Ave";"Pittsburgh";"PA"
15609;"Cox North";"1423 N Jefferson Ave";"Springfield";"MO"
